DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Hungary,2023,42590,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Ireland,2013,33614,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Ireland,2014,32614,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Ireland,2015,32056,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Ireland,2016,31132,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Ireland,2017,30045,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Ireland,2018,29716,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Ireland,2019,29019,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Ireland,2020,27057,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Ireland,2021,29584,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Ireland,2022,26576,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Ireland,2023,26611,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Iceland,2013,2197,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Iceland,2014,2142,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Iceland,2015,2010,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Iceland,2016,1992,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Iceland,2017,1959,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Iceland,2018,1986,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Iceland,2019,2185,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Iceland,2020,2127,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Iceland,2021,2303,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Iceland,2022,2090,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Iceland,2023,2058,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Italy,2013,250048,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Italy,2014,244054,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Italy,2015,235830,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Italy,2016,230358,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Italy,2017,222418,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Italy,2018,213530,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Italy,2019,204697,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Italy,2020,196461,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Italy,2021,195060,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Italy,2022,190493,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Italy,2023,184514,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Liechtenstein,2013,160,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Liechtenstein,2014,164,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Liechtenstein,2015,148,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Liechtenstein,2016,186,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Liechtenstein,2017,162,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Liechtenstein,2018,186,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Liechtenstein,2019,174,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Liechtenstein,2020,188,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Liechtenstein,2021,181,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Liechtenstein,2022,176,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Liechtenstein,2023,182,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Lithuania,2013,14129,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Lithuania,2014,14254,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Lithuania,2015,14519,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Lithuania,2016,14258,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Lithuania,2017,13490,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Lithuania,2018,13043,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Lithuania,2019,12037,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Lithuania,2020,11384,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Lithuania,2021,11439,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Lithuania,2022,10870,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Lithuania,2023,10126,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Luxembourg,2013,2986,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Luxembourg,2014,2931,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Luxembourg,2015,2947,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Luxembourg,2016,2973,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Luxembourg,2017,3003,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Luxembourg,2018,3078,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Luxembourg,2019,3123,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Luxembourg,2020,3163,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Luxembourg,2021,3273,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Luxembourg,2022,3196,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Luxembourg,2023,3089,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Latvia,2013,10138,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Latvia,2014,10516,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Latvia,2015,10537,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Latvia,2016,10583,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Latvia,2017,10031,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Latvia,2018,9319,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Latvia,2019,9157,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Latvia,2020,8516,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Latvia,2021,8451,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Latvia,2022,7800,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Latvia,2023,7066,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Moldova,2014,18679,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Moldova,2016,18090,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Moldova,2020,14619,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Moldova,2022,13042,p,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Moldova,2023,11829,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Montenegro,2013,3598,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Montenegro,2014,3582,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Montenegro,2015,3518,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Montenegro,2016,3719,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Montenegro,2017,3559,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Montenegro,2018,3493,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Montenegro,2019,3446,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Montenegro,2020,3423,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Montenegro,2021,3385,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Montenegro,2022,3400,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Montenegro,2023,3455,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,North Macedonia,2013,11045,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,North Macedonia,2014,11424,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,North Macedonia,2015,11116,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,North Macedonia,2016,11134,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,North Macedonia,2017,10594,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,North Macedonia,2018,10160,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,North Macedonia,2019,9569,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,North Macedonia,2020,9235,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,North Macedonia,2021,9117,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,North Macedonia,2022,8814,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,North Macedonia,2023,8220,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Malta,2013,1923,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Malta,2014,1968,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Malta,2015,2117,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Malta,2016,2111,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Malta,2017,2104,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Malta,2018,2166,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Malta,2019,2090,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Malta,2020,2131,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Malta,2021,2150,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Malta,2022,2118,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Malta,2023,2183,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Netherlands,2013,83384,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Netherlands,2014,85671,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Netherlands,2015,83083,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Netherlands,2016,83933,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Netherlands,2017,82677,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Netherlands,2018,82321,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Netherlands,2019,82787,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Netherlands,2020,82184,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Netherlands,2021,87624,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Netherlands,2022,81780,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Netherlands,2023,80215,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Norway,2013,28794,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Norway,2014,28653,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Norway,2015,28573,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Norway,2016,28504,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Norway,2017,27460,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Norway,2018,26690,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Norway,2019,26453,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Norway,2020,25916,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Norway,2021,27376,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Norway,2022,25035,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Norway,2023,25416,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Poland,2013,179659,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Poland,2014,182069,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Poland,2015,179631,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Poland,2016,186036,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Poland,2017,195572,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Poland,2018,188358,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Poland,2019,182269,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Poland,2020,173009,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Poland,2021,161375,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Poland,2022,148687,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Poland,2023,133005,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Portugal,2013,40567,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Portugal,2014,39940,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Portugal,2015,41815,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Portugal,2016,42337,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Portugal,2017,42082,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Portugal,2018,42711,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Portugal,2019,42040,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Portugal,2020,41079,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Portugal,2021,38820,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Portugal,2022,40746,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Portugal,2023,41951,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Romania,2013,91378,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Romania,2014,96572,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Romania,2015,97802,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Romania,2016,100151,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Romania,2017,102444,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Romania,2018,98739,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Romania,2019,97319,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Romania,2020,95962,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Romania,2021,93897,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Romania,2022,86618,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Romania,2023,77508,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Serbia,2013,31844,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Serbia,2014,32132,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Serbia,2015,31653,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Serbia,2016,31257,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Serbia,2017,31573,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Serbia,2018,30767,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Serbia,2019,31262,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Serbia,2020,29909,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Serbia,2021,30209,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Serbia,2022,30434,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Serbia,2023,29711,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Russia,2013,921519,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Russia,2014,928920,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Sweden,2013,55121,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Sweden,2014,55809,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Sweden,2015,55368,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Sweden,2016,57226,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Sweden,2017,56160,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Sweden,2018,56298,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Sweden,2019,55521,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Sweden,2020,54822,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Sweden,2021,55778,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Sweden,2022,50858,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Sweden,2023,48802,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Slovenia,2013,10307,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Slovenia,2014,10237,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Slovenia,2015,10035,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Slovenia,2016,9979,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Slovenia,2017,9758,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Slovenia,2018,9428,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Slovenia,2019,9351,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Slovenia,2020,9074,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Slovenia,2021,9162,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Slovenia,2022,8576,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Slovenia,2023,8312,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Slovakia,2013,26755,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Slovakia,2014,26933,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Slovakia,2015,26934,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Slovakia,2016,28078,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Slovakia,2017,28196,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Slovakia,2018,27965,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Slovakia,2019,27911,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Slovakia,2020,27722,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Slovakia,2021,27804,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Slovakia,2022,25623,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Slovakia,2023,23712,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,San Marino,2017,107,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Türkiye,2013,623322,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Türkiye,2014,650249,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Türkiye,2015,645485,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Türkiye,2016,637263,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Türkiye,2017,628127,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Türkiye,2018,607791,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Türkiye,2019,576791,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Türkiye,2020,541967,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Türkiye,2022,503849,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Türkiye,2023,467047,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Ukraine,2013,243919,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Ukraine,2014,225839,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Ukraine,2015,198935,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Ukraine,2016,191843,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Ukraine,2017,176459,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Ukraine,2018,162457,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Ukraine,2019,149025,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Ukraine,2020,141889,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,United Kingdom,2013,379000,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,United Kingdom,2014,377763,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,United Kingdom,2015,377986,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,United Kingdom,2016,376905,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,United Kingdom,2017,367724,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Kosovo*,2013,13826,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Kosovo*,2014,12220,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Kosovo*,2015,11701,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Kosovo*,2016,11137,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Kosovo*,2017,12320,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Kosovo*,2018,10887,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Kosovo*,2019,10346,,
ESTAT:EQ_FER05(1.0),27/03/25 23:00:00,Annual,Live births - females,Kosovo*,2021,10980,,
